d3mIndex,timeseries_file,label
132,0132_train_ts.csv,1
133,0133_train_ts.csv,3
134,0134_train_ts.csv,3
135,0135_train_ts.csv,3
136,0136_train_ts.csv,1
137,0137_train_ts.csv,1
138,0138_train_ts.csv,1
139,0139_train_ts.csv,3
140,0140_train_ts.csv,3
141,0141_train_ts.csv,3
142,0142_train_ts.csv,3
143,0143_train_ts.csv,3
144,0144_train_ts.csv,3
145,0145_train_ts.csv,1
146,0146_train_ts.csv,2
147,0147_train_ts.csv,1
148,0148_train_ts.csv,3
149,0149_train_ts.csv,2
150,0150_train_ts.csv,3
151,0151_train_ts.csv,3
152,0152_train_ts.csv,3
153,0153_train_ts.csv,1
154,0154_train_ts.csv,2
155,0155_train_ts.csv,3
156,0156_train_ts.csv,3
157,0157_train_ts.csv,2
158,0158_train_ts.csv,2
159,0159_train_ts.csv,1
160,0160_train_ts.csv,3
161,0161_train_ts.csv,1
162,0162_train_ts.csv,3
163,0163_train_ts.csv,3
164,0164_train_ts.csv,3
165,0165_train_ts.csv,1
166,0166_train_ts.csv,3
167,0167_train_ts.csv,1
168,0168_train_ts.csv,1
169,0169_train_ts.csv,3
170,0170_train_ts.csv,2
171,0171_train_ts.csv,1
172,0172_train_ts.csv,3
173,0173_train_ts.csv,3
174,0174_train_ts.csv,3
175,0175_train_ts.csv,3
176,0176_train_ts.csv,3
177,0177_train_ts.csv,1
178,0178_train_ts.csv,3
179,0179_train_ts.csv,1
180,0180_train_ts.csv,2
181,0181_train_ts.csv,3
182,0182_train_ts.csv,2
183,0183_train_ts.csv,3
184,0184_train_ts.csv,3
185,0185_train_ts.csv,2
186,0186_train_ts.csv,2
187,0187_train_ts.csv,3
188,0188_train_ts.csv,3
189,0189_train_ts.csv,1
190,0190_train_ts.csv,3
191,0191_train_ts.csv,3
192,0192_train_ts.csv,3
193,0193_train_ts.csv,3
194,0194_train_ts.csv,3
195,0195_train_ts.csv,2
196,0196_train_ts.csv,2
197,0197_train_ts.csv,3
198,0198_train_ts.csv,2
199,0199_train_ts.csv,3
200,0200_train_ts.csv,3
201,0201_train_ts.csv,3
202,0202_train_ts.csv,3
203,0203_train_ts.csv,1
204,0204_train_ts.csv,3
205,0205_train_ts.csv,3
206,0206_train_ts.csv,1
207,0207_train_ts.csv,3
208,0208_train_ts.csv,3
209,0209_train_ts.csv,3
210,0210_train_ts.csv,3
211,0211_train_ts.csv,3
212,0212_train_ts.csv,3
213,0213_train_ts.csv,2
214,0214_train_ts.csv,2
215,0215_train_ts.csv,1
216,0216_train_ts.csv,3
217,0217_train_ts.csv,2
218,0218_train_ts.csv,1
219,0219_train_ts.csv,3
220,0220_train_ts.csv,3
221,0221_train_ts.csv,2
222,0222_train_ts.csv,3
223,0223_train_ts.csv,1
224,0224_train_ts.csv,3
225,0225_train_ts.csv,3
226,0226_train_ts.csv,2
227,0227_train_ts.csv,1
228,0228_train_ts.csv,3
229,0229_train_ts.csv,1
230,0230_train_ts.csv,3
231,0231_train_ts.csv,2
232,0232_train_ts.csv,3
233,0233_train_ts.csv,1
234,0234_train_ts.csv,3
235,0235_train_ts.csv,2
236,0236_train_ts.csv,2
237,0237_train_ts.csv,3
238,0238_train_ts.csv,2
239,0239_train_ts.csv,3
240,0240_train_ts.csv,3
241,0241_train_ts.csv,3
242,0242_train_ts.csv,2
243,0243_train_ts.csv,3
244,0244_train_ts.csv,3
245,0245_train_ts.csv,1
246,0246_train_ts.csv,2
247,0247_train_ts.csv,1
248,0248_train_ts.csv,1
249,0249_train_ts.csv,1
250,0250_train_ts.csv,3
251,0251_train_ts.csv,2
252,0252_train_ts.csv,3
253,0253_train_ts.csv,2
254,0254_train_ts.csv,3
255,0255_train_ts.csv,2
256,0256_train_ts.csv,1
257,0257_train_ts.csv,3
258,0258_train_ts.csv,2
259,0259_train_ts.csv,3
260,0260_train_ts.csv,2
261,0261_train_ts.csv,3
262,0262_train_ts.csv,1
263,0263_train_ts.csv,2
264,0264_train_ts.csv,3
265,0265_train_ts.csv,3
266,0266_train_ts.csv,1
267,0267_train_ts.csv,2
268,0268_train_ts.csv,3
269,0269_train_ts.csv,3
270,0270_train_ts.csv,1
271,0271_train_ts.csv,3
272,0272_train_ts.csv,3
273,0273_train_ts.csv,2
274,0274_train_ts.csv,1
275,0275_train_ts.csv,3
276,0276_train_ts.csv,1
277,0277_train_ts.csv,3
278,0278_train_ts.csv,2
279,0279_train_ts.csv,3
280,0280_train_ts.csv,1
281,0281_train_ts.csv,3
282,0282_train_ts.csv,3
283,0283_train_ts.csv,3
284,0284_train_ts.csv,1
285,0285_train_ts.csv,1
286,0286_train_ts.csv,3
287,0287_train_ts.csv,2
288,0288_train_ts.csv,3
289,0289_train_ts.csv,2
290,0290_train_ts.csv,3
291,0291_train_ts.csv,2
292,0292_train_ts.csv,3
293,0293_train_ts.csv,3
294,0294_train_ts.csv,1
295,0295_train_ts.csv,3
296,0296_train_ts.csv,3
297,0297_train_ts.csv,1
298,0298_train_ts.csv,3
299,0299_train_ts.csv,2
300,0300_train_ts.csv,3
301,0301_train_ts.csv,1
302,0302_train_ts.csv,2
303,0303_train_ts.csv,1
304,0304_train_ts.csv,3
305,0305_train_ts.csv,3
306,0306_train_ts.csv,3
307,0307_train_ts.csv,1
308,0308_train_ts.csv,1
309,0309_train_ts.csv,1
310,0310_train_ts.csv,3
311,0311_train_ts.csv,3
312,0312_train_ts.csv,3
313,0313_train_ts.csv,2
314,0314_train_ts.csv,3
315,0315_train_ts.csv,1
316,0316_train_ts.csv,3
317,0317_train_ts.csv,2
318,0318_train_ts.csv,1
319,0319_train_ts.csv,1
320,0320_train_ts.csv,1
321,0321_train_ts.csv,2
322,0322_train_ts.csv,1
323,0323_train_ts.csv,1
324,0324_train_ts.csv,3
325,0325_train_ts.csv,3
326,0326_train_ts.csv,3
327,0327_train_ts.csv,3
328,0328_train_ts.csv,3
329,0329_train_ts.csv,3
330,0330_train_ts.csv,2
331,0331_train_ts.csv,2
332,0332_train_ts.csv,2
333,0333_train_ts.csv,3
334,0334_train_ts.csv,3
335,0335_train_ts.csv,2
336,0336_train_ts.csv,3
337,0337_train_ts.csv,3
338,0338_train_ts.csv,1
339,0339_train_ts.csv,1
340,0340_train_ts.csv,1
341,0341_train_ts.csv,3
342,0342_train_ts.csv,3
343,0343_train_ts.csv,3
344,0344_train_ts.csv,3
345,0345_train_ts.csv,1
346,0346_train_ts.csv,3
347,0347_train_ts.csv,1
348,0348_train_ts.csv,3
349,0349_train_ts.csv,3
350,0350_train_ts.csv,3
351,0351_train_ts.csv,1
352,0352_train_ts.csv,3
353,0353_train_ts.csv,3
354,0354_train_ts.csv,3
355,0355_train_ts.csv,1
356,0356_train_ts.csv,3
357,0357_train_ts.csv,3
358,0358_train_ts.csv,1
359,0359_train_ts.csv,2
360,0360_train_ts.csv,3
361,0361_train_ts.csv,3
362,0362_train_ts.csv,2
363,0363_train_ts.csv,2
364,0364_train_ts.csv,3
365,0365_train_ts.csv,3
366,0366_train_ts.csv,1
367,0367_train_ts.csv,3
368,0368_train_ts.csv,3
369,0369_train_ts.csv,2
370,0370_train_ts.csv,3
371,0371_train_ts.csv,3
372,0372_train_ts.csv,3
373,0373_train_ts.csv,3
374,0374_train_ts.csv,1
375,0375_train_ts.csv,2
376,0376_train_ts.csv,3
377,0377_train_ts.csv,3
378,0378_train_ts.csv,1
379,0379_train_ts.csv,3
380,0380_train_ts.csv,3
381,0381_train_ts.csv,1
382,0382_train_ts.csv,3
383,0383_train_ts.csv,3
384,0384_train_ts.csv,3
385,0385_train_ts.csv,3
386,0386_train_ts.csv,1
387,0387_train_ts.csv,3
388,0388_train_ts.csv,3
389,0389_train_ts.csv,3
390,0390_train_ts.csv,3
391,0391_train_ts.csv,2
392,0392_train_ts.csv,3
393,0393_train_ts.csv,2
394,0394_train_ts.csv,3
395,0395_train_ts.csv,3
396,0396_train_ts.csv,1
397,0397_train_ts.csv,3
398,0398_train_ts.csv,2
399,0399_train_ts.csv,1
400,0400_train_ts.csv,3
401,0401_train_ts.csv,3
402,0402_train_ts.csv,3
403,0403_train_ts.csv,3
404,0404_train_ts.csv,3
405,0405_train_ts.csv,3
406,0406_train_ts.csv,2
407,0407_train_ts.csv,3
408,0408_train_ts.csv,1
409,0409_train_ts.csv,2
410,0410_train_ts.csv,3
411,0411_train_ts.csv,1
412,0412_train_ts.csv,3
413,0413_train_ts.csv,2
414,0414_train_ts.csv,3
415,0415_train_ts.csv,3
416,0416_train_ts.csv,3
417,0417_train_ts.csv,1
418,0418_train_ts.csv,3
419,0419_train_ts.csv,1
420,0420_train_ts.csv,2
421,0421_train_ts.csv,3
422,0422_train_ts.csv,3
423,0423_train_ts.csv,3
424,0424_train_ts.csv,3
425,0425_train_ts.csv,3
426,0426_train_ts.csv,3
427,0427_train_ts.csv,3
428,0428_train_ts.csv,1
429,0429_train_ts.csv,1
430,0430_train_ts.csv,3
431,0431_train_ts.csv,3
432,0432_train_ts.csv,3
433,0433_train_ts.csv,3
434,0434_train_ts.csv,3
435,0435_train_ts.csv,2
436,0436_train_ts.csv,1
437,0437_train_ts.csv,2
438,0438_train_ts.csv,3
439,0439_train_ts.csv,1
440,0440_train_ts.csv,1
441,0441_train_ts.csv,1
442,0442_train_ts.csv,3
443,0443_train_ts.csv,3
444,0444_train_ts.csv,1
445,0445_train_ts.csv,3
446,0446_train_ts.csv,3
447,0447_train_ts.csv,3
448,0448_train_ts.csv,2
449,0449_train_ts.csv,2
450,0450_train_ts.csv,3
451,0451_train_ts.csv,3
452,0452_train_ts.csv,1
453,0453_train_ts.csv,2
454,0454_train_ts.csv,3
455,0455_train_ts.csv,2
456,0456_train_ts.csv,3
457,0457_train_ts.csv,3
458,0458_train_ts.csv,2
459,0459_train_ts.csv,1
460,0460_train_ts.csv,1
461,0461_train_ts.csv,3
462,0462_train_ts.csv,3
463,0463_train_ts.csv,3
464,0464_train_ts.csv,2
465,0465_train_ts.csv,1
466,0466_train_ts.csv,2
467,0467_test_ts.csv,2
468,0468_test_ts.csv,2
469,0469_test_ts.csv,1
470,0470_test_ts.csv,3
471,0471_test_ts.csv,2
472,0472_test_ts.csv,2
473,0473_test_ts.csv,3
474,0474_test_ts.csv,3
475,0475_test_ts.csv,2
476,0476_test_ts.csv,2
477,0477_test_ts.csv,2
478,0478_test_ts.csv,1
479,0479_test_ts.csv,2
480,0480_test_ts.csv,3
481,0481_test_ts.csv,2
482,0482_test_ts.csv,3
483,0483_test_ts.csv,3
484,0484_test_ts.csv,3
485,0485_test_ts.csv,1
486,0486_test_ts.csv,1
487,0487_test_ts.csv,1
488,0488_test_ts.csv,3
489,0489_test_ts.csv,2
490,0490_test_ts.csv,3
491,0491_test_ts.csv,1
492,0492_test_ts.csv,3
493,0493_test_ts.csv,1
494,0494_test_ts.csv,1
495,0495_test_ts.csv,1
496,0496_test_ts.csv,1
497,0497_test_ts.csv,3
498,0498_test_ts.csv,2
499,0499_test_ts.csv,3
500,0500_test_ts.csv,3
501,0501_test_ts.csv,3
502,0502_test_ts.csv,2
503,0503_test_ts.csv,3
504,0504_test_ts.csv,1
505,0505_test_ts.csv,1
506,0506_test_ts.csv,3
507,0507_test_ts.csv,1
508,0508_test_ts.csv,3
509,0509_test_ts.csv,2
510,0510_test_ts.csv,3
511,0511_test_ts.csv,3
512,0512_test_ts.csv,3
513,0513_test_ts.csv,3
514,0514_test_ts.csv,3
515,0515_test_ts.csv,3
516,0516_test_ts.csv,2
517,0517_test_ts.csv,3
518,0518_test_ts.csv,2
519,0519_test_ts.csv,3
520,0520_test_ts.csv,1
521,0521_test_ts.csv,1
522,0522_test_ts.csv,3
523,0523_test_ts.csv,3
524,0524_test_ts.csv,1
525,0525_test_ts.csv,1
526,0526_test_ts.csv,3
527,0527_test_ts.csv,1
528,0528_test_ts.csv,3
529,0529_test_ts.csv,3
530,0530_test_ts.csv,3
531,0531_test_ts.csv,3
532,0532_test_ts.csv,3
533,0533_test_ts.csv,3
534,0534_test_ts.csv,1
535,0535_test_ts.csv,3
536,0536_test_ts.csv,2
537,0537_test_ts.csv,3
538,0538_test_ts.csv,2
539,0539_test_ts.csv,3
540,0540_test_ts.csv,1
541,0541_test_ts.csv,2
542,0542_test_ts.csv,1
543,0543_test_ts.csv,3
544,0544_test_ts.csv,3
545,0545_test_ts.csv,3
546,0546_test_ts.csv,1
547,0547_test_ts.csv,3
548,0548_test_ts.csv,3
549,0549_test_ts.csv,1
550,0550_test_ts.csv,2
551,0551_test_ts.csv,3
552,0552_test_ts.csv,1
553,0553_test_ts.csv,1
554,0554_test_ts.csv,2
555,0555_test_ts.csv,2
556,0556_test_ts.csv,1
557,0557_test_ts.csv,3
558,0558_test_ts.csv,3
559,0559_test_ts.csv,1
560,0560_test_ts.csv,3
561,0561_test_ts.csv,2
562,0562_test_ts.csv,1
563,0563_test_ts.csv,1
564,0564_test_ts.csv,3
565,0565_test_ts.csv,2
566,0566_test_ts.csv,3
567,0567_test_ts.csv,2
568,0568_test_ts.csv,3
569,0569_test_ts.csv,3
570,0570_test_ts.csv,3
571,0571_test_ts.csv,2
572,0572_test_ts.csv,1
573,0573_test_ts.csv,3
574,0574_test_ts.csv,3
575,0575_test_ts.csv,3
576,0576_test_ts.csv,3
577,0577_test_ts.csv,2
578,0578_test_ts.csv,2
579,0579_test_ts.csv,3
580,0580_test_ts.csv,2
581,0581_test_ts.csv,1
582,0582_test_ts.csv,1
583,0583_test_ts.csv,3
584,0584_test_ts.csv,2
585,0585_test_ts.csv,1
586,0586_test_ts.csv,2
587,0587_test_ts.csv,3
588,0588_test_ts.csv,3
589,0589_test_ts.csv,3
590,0590_test_ts.csv,2
591,0591_test_ts.csv,3
592,0592_test_ts.csv,2
593,0593_test_ts.csv,3
594,0594_test_ts.csv,3
595,0595_test_ts.csv,1
596,0596_test_ts.csv,3
597,0597_test_ts.csv,1
598,0598_test_ts.csv,3
599,0599_test_ts.csv,1
600,0600_test_ts.csv,1
601,0601_test_ts.csv,3
602,0602_test_ts.csv,2
603,0603_test_ts.csv,3
604,0604_test_ts.csv,1
605,0605_test_ts.csv,2
606,0606_test_ts.csv,3
607,0607_test_ts.csv,3
608,0608_test_ts.csv,1
609,0609_test_ts.csv,2
610,0610_test_ts.csv,3
611,0611_test_ts.csv,1
612,0612_test_ts.csv,3
613,0613_test_ts.csv,3
614,0614_test_ts.csv,1
615,0615_test_ts.csv,1
616,0616_test_ts.csv,2
617,0617_test_ts.csv,1
618,0618_test_ts.csv,3
619,0619_test_ts.csv,1
620,0620_test_ts.csv,1
621,0621_test_ts.csv,2
622,0622_test_ts.csv,3
623,0623_test_ts.csv,3
624,0624_test_ts.csv,3
625,0625_test_ts.csv,3
626,0626_test_ts.csv,2
627,0627_test_ts.csv,2
628,0628_test_ts.csv,3
629,0629_test_ts.csv,3
630,0630_test_ts.csv,3
631,0631_test_ts.csv,2
632,0632_test_ts.csv,2
633,0633_test_ts.csv,3
634,0634_test_ts.csv,2
635,0635_test_ts.csv,2
636,0636_test_ts.csv,2
637,0637_test_ts.csv,3
638,0638_test_ts.csv,3
639,0639_test_ts.csv,3
640,0640_test_ts.csv,3
641,0641_test_ts.csv,3
642,0642_test_ts.csv,3
643,0643_test_ts.csv,2
644,0644_test_ts.csv,1
645,0645_test_ts.csv,3
646,0646_test_ts.csv,3
647,0647_test_ts.csv,3
648,0648_test_ts.csv,3
649,0649_test_ts.csv,2
650,0650_test_ts.csv,2
651,0651_test_ts.csv,1
652,0652_test_ts.csv,3
653,0653_test_ts.csv,3
654,0654_test_ts.csv,2
655,0655_test_ts.csv,2
656,0656_test_ts.csv,3
657,0657_test_ts.csv,3
658,0658_test_ts.csv,3
659,0659_test_ts.csv,1
660,0660_test_ts.csv,3
661,0661_test_ts.csv,3
662,0662_test_ts.csv,3
663,0663_test_ts.csv,1
664,0664_test_ts.csv,2
665,0665_test_ts.csv,3
666,0666_test_ts.csv,2
667,0667_test_ts.csv,2
668,0668_test_ts.csv,1
669,0669_test_ts.csv,3
670,0670_test_ts.csv,3
671,0671_test_ts.csv,3
672,0672_test_ts.csv,3
673,0673_test_ts.csv,1
674,0674_test_ts.csv,3
675,0675_test_ts.csv,1
676,0676_test_ts.csv,1
677,0677_test_ts.csv,3
678,0678_test_ts.csv,2
679,0679_test_ts.csv,2
680,0680_test_ts.csv,1
681,0681_test_ts.csv,2
682,0682_test_ts.csv,3
683,0683_test_ts.csv,1
684,0684_test_ts.csv,3
685,0685_test_ts.csv,3
686,0686_test_ts.csv,2
687,0687_test_ts.csv,2
688,0688_test_ts.csv,2
689,0689_test_ts.csv,2
690,0690_test_ts.csv,2
691,0691_test_ts.csv,3
692,0692_test_ts.csv,2
693,0693_test_ts.csv,2
694,0694_test_ts.csv,3
695,0695_test_ts.csv,3
696,0696_test_ts.csv,3
697,0697_test_ts.csv,1
698,0698_test_ts.csv,3
699,0699_test_ts.csv,2
700,0700_test_ts.csv,2
701,0701_test_ts.csv,3
702,0702_test_ts.csv,3
703,0703_test_ts.csv,3
704,0704_test_ts.csv,2
705,0705_test_ts.csv,3
706,0706_test_ts.csv,3
707,0707_test_ts.csv,3
708,0708_test_ts.csv,3
709,0709_test_ts.csv,2
710,0710_test_ts.csv,1
711,0711_test_ts.csv,3
712,0712_test_ts.csv,2
713,0713_test_ts.csv,2
714,0714_test_ts.csv,1
715,0715_test_ts.csv,1
716,0716_test_ts.csv,3
717,0717_test_ts.csv,3
718,0718_test_ts.csv,3
719,0719_test_ts.csv,3
720,0720_test_ts.csv,3
721,0721_test_ts.csv,3
722,0722_test_ts.csv,1
723,0723_test_ts.csv,3
724,0724_test_ts.csv,2
725,0725_test_ts.csv,3
726,0726_test_ts.csv,3
727,0727_test_ts.csv,3
728,0728_test_ts.csv,1
729,0729_test_ts.csv,3
730,0730_test_ts.csv,3
731,0731_test_ts.csv,2
732,0732_test_ts.csv,3
733,0733_test_ts.csv,3
734,0734_test_ts.csv,1
735,0735_test_ts.csv,3
736,0736_test_ts.csv,3
737,0737_test_ts.csv,3
738,0738_test_ts.csv,3
739,0739_test_ts.csv,3
740,0740_test_ts.csv,2
741,0741_test_ts.csv,3
742,0742_test_ts.csv,3
743,0743_test_ts.csv,1
744,0744_test_ts.csv,3
745,0745_test_ts.csv,2
746,0746_test_ts.csv,1
747,0747_test_ts.csv,2
748,0748_test_ts.csv,1
749,0749_test_ts.csv,2
750,0750_test_ts.csv,2
751,0751_test_ts.csv,2
752,0752_test_ts.csv,1
753,0753_test_ts.csv,3
754,0754_test_ts.csv,3
755,0755_test_ts.csv,1
756,0756_test_ts.csv,3
757,0757_test_ts.csv,1
758,0758_test_ts.csv,3
759,0759_test_ts.csv,3
760,0760_test_ts.csv,2
761,0761_test_ts.csv,2
762,0762_test_ts.csv,3
763,0763_test_ts.csv,2
764,0764_test_ts.csv,2
765,0765_test_ts.csv,3
766,0766_test_ts.csv,3
767,0767_test_ts.csv,2
768,0768_test_ts.csv,3
769,0769_test_ts.csv,1
770,0770_test_ts.csv,2
771,0771_test_ts.csv,3
772,0772_test_ts.csv,3
773,0773_test_ts.csv,3
774,0774_test_ts.csv,3
775,0775_test_ts.csv,3
776,0776_test_ts.csv,3
777,0777_test_ts.csv,3
778,0778_test_ts.csv,3
779,0779_test_ts.csv,3
780,0780_test_ts.csv,2
781,0781_test_ts.csv,3
782,0782_test_ts.csv,3
783,0783_test_ts.csv,3
784,0784_test_ts.csv,3
785,0785_test_ts.csv,3
786,0786_test_ts.csv,3
787,0787_test_ts.csv,3
788,0788_test_ts.csv,2
789,0789_test_ts.csv,3
790,0790_test_ts.csv,3
791,0791_test_ts.csv,3
792,0792_test_ts.csv,1
793,0793_test_ts.csv,2
794,0794_test_ts.csv,3
795,0795_test_ts.csv,3
796,0796_test_ts.csv,1
797,0797_test_ts.csv,2
798,0798_test_ts.csv,3
799,0799_test_ts.csv,1
800,0800_test_ts.csv,1
801,0801_test_ts.csv,3
802,0802_test_ts.csv,1
803,0803_test_ts.csv,2
804,0804_test_ts.csv,3
805,0805_test_ts.csv,3
806,0806_test_ts.csv,3
807,0807_test_ts.csv,2
808,0808_test_ts.csv,2
809,0809_test_ts.csv,1
810,0810_test_ts.csv,2
811,0811_test_ts.csv,2
812,0812_test_ts.csv,1
813,0813_test_ts.csv,3
814,0814_test_ts.csv,1
815,0815_test_ts.csv,3
816,0816_test_ts.csv,3
817,0817_test_ts.csv,2
818,0818_test_ts.csv,3
819,0819_test_ts.csv,3
820,0820_test_ts.csv,2
821,0821_test_ts.csv,3
822,0822_test_ts.csv,2
823,0823_test_ts.csv,3
824,0824_test_ts.csv,3
825,0825_test_ts.csv,3
826,0826_test_ts.csv,2
827,0827_test_ts.csv,3
828,0828_test_ts.csv,2
829,0829_test_ts.csv,3
830,0830_test_ts.csv,3
831,0831_test_ts.csv,3
832,0832_test_ts.csv,3
833,0833_test_ts.csv,3
834,0834_test_ts.csv,3
835,0835_test_ts.csv,1
836,0836_test_ts.csv,1
837,0837_test_ts.csv,1
838,0838_test_ts.csv,3
839,0839_test_ts.csv,3
840,0840_test_ts.csv,3
841,0841_test_ts.csv,2
842,0842_test_ts.csv,3
843,0843_test_ts.csv,2
844,0844_test_ts.csv,3
845,0845_test_ts.csv,3
846,0846_test_ts.csv,1
847,0847_test_ts.csv,1
848,0848_test_ts.csv,3
849,0849_test_ts.csv,3
850,0850_test_ts.csv,3
851,0851_test_ts.csv,2
852,0852_test_ts.csv,3
853,0853_test_ts.csv,1
854,0854_test_ts.csv,1
855,0855_test_ts.csv,3
856,0856_test_ts.csv,2
857,0857_test_ts.csv,2
858,0858_test_ts.csv,3
859,0859_test_ts.csv,1
860,0860_test_ts.csv,3
861,0861_test_ts.csv,3
862,0862_test_ts.csv,2
863,0863_test_ts.csv,2
864,0864_test_ts.csv,3
865,0865_test_ts.csv,2
866,0866_test_ts.csv,2
867,0867_test_ts.csv,2
868,0868_test_ts.csv,3
869,0869_test_ts.csv,3
870,0870_test_ts.csv,1
871,0871_test_ts.csv,2
872,0872_test_ts.csv,1
873,0873_test_ts.csv,1
874,0874_test_ts.csv,3
875,0875_test_ts.csv,3
876,0876_test_ts.csv,1
877,0877_test_ts.csv,3
878,0878_test_ts.csv,3
879,0879_test_ts.csv,1
880,0880_test_ts.csv,1
881,0881_test_ts.csv,3
882,0882_test_ts.csv,1
883,0883_test_ts.csv,3
884,0884_test_ts.csv,3
885,0885_test_ts.csv,3
886,0886_test_ts.csv,3
887,0887_test_ts.csv,3
888,0888_test_ts.csv,1
889,0889_test_ts.csv,1
890,0890_test_ts.csv,3
891,0891_test_ts.csv,2
892,0892_test_ts.csv,3
893,0893_test_ts.csv,3
894,0894_test_ts.csv,3
895,0895_test_ts.csv,2
896,0896_test_ts.csv,3
897,0897_test_ts.csv,1
898,0898_test_ts.csv,1
899,0899_test_ts.csv,3
900,0900_test_ts.csv,3
901,0901_test_ts.csv,3
902,0902_test_ts.csv,1
903,0903_test_ts.csv,1
904,0904_test_ts.csv,3
905,0905_test_ts.csv,3
906,0906_test_ts.csv,3
907,0907_test_ts.csv,3
908,0908_test_ts.csv,3
909,0909_test_ts.csv,3
910,0910_test_ts.csv,2
911,0911_test_ts.csv,3
912,0912_test_ts.csv,3
913,0913_test_ts.csv,3
914,0914_test_ts.csv,2
915,0915_test_ts.csv,3
916,0916_test_ts.csv,3
917,0917_test_ts.csv,1
918,0918_test_ts.csv,2
919,0919_test_ts.csv,3
920,0920_test_ts.csv,3
921,0921_test_ts.csv,3
922,0922_test_ts.csv,1
923,0923_test_ts.csv,2
924,0924_test_ts.csv,1
925,0925_test_ts.csv,3
926,0926_test_ts.csv,1
927,0927_test_ts.csv,2
928,0928_test_ts.csv,2
929,0929_test_ts.csv,1
930,0930_test_ts.csv,2
